rule_id,class_label
44795331,Propagate
45505225,Chaotic
45932502,Propagate
46139273,Propagate
46779301,Chaotic
46874829,Propagate
47304504,Chaotic
47615345,Chaotic
47874088,Stable
48946793,Chaotic
49310608,Homogeneous
49939964,Propagate
49997721,Complex
50290518,Complex
51252024,Chaotic
51529182,Chaotic
51801764,Propagate
52679490,Propagate
52946815,Propagate
52967438,Propagate
53461903,Propagate
53719280,Stable
54340558,Propagate
54563105,Propagate
54627200,Propagate
54905468,Propagate
55072920,Propagate
55156612,Propagate
55716182,Chaotic
56052558,Propagate
56136200,Homogeneous
56755045,Propagate
56799476,Propagate
57531623,Propagate
57949116,Chaotic
58198895,Propagate
58410516,Chaotic
58518004,Propagate
58731376,Propagate
59346766,Complex
59478463,Propagate
59511563,Complex
59566566,Chaotic
59780189,Propagate
60766757,Propagate
61198158,Chaotic
61515540,Complex
61604512,Homogeneous
61625729,Propagate
61767526,Chaotic
62068790,Propagate
62512412,Propagate
63238152,Homogeneous
63384488,Propagate
63453395,Propagate
65343060,Complex
65917432,Chaotic
66683632,Stable
67022496,Homogeneous
67152520,Homogeneous
68000905,Propagate
68205427,Propagate
68390577,Complex
69079746,Propagate
69763776,Homogeneous
70702624,Homogeneous
70879241,Propagate
71008861,Propagate
71075360,Homogeneous
72590450,Chaotic
72617618,Propagate
73115071,Propagate
73180014,Propagate
73595787,Propagate
73849425,Chaotic
74059253,Stable
74123038,Propagate
74688223,Propagate
74697084,Complex
74818078,Chaotic
75530420,Homogeneous
76418184,Homogeneous
77209748,Homogeneous
77335830,Propagate
77603360,Homogeneous
77833378,Stable
78888475,Chaotic
79359760,Homogeneous
80688566,Complex
80750410,Propagate
80940331,Propagate
81103350,Propagate
81588684,Propagate
81833524,Homogeneous
83250566,Propagate
83531029,Chaotic
83651970,Chaotic
83849614,Chaotic
83889094,Propagate
84346804,Propagate
84356538,Chaotic
84478112,Propagate
84603376,Complex
84763491,Propagate
86274490,Complex
86837560,Propagate
86993720,Chaotic
87531510,Propagate
88779988,Chaotic
89064243,Propagate
89101055,Propagate
89476017,Propagate
89790998,Chaotic
90341465,Stable
90357792,Homogeneous
90378411,Propagate
90926699,Stable
91010664,Homogeneous
91281025,Propagate
92015253,Chaotic
93608883,Propagate
94085122,Propagate
94229853,Propagate
94308235,Propagate
95057522,Chaotic
95181705,Chaotic
95315796,Propagate
96134603,Propagate
96301724,Chaotic
96326954,Chaotic
96584295,Propagate
96795614,Propagate
97047417,Complex
97253148,Propagate
98227195,Propagate
98611616,Propagate
98794538,Chaotic
99273792,Homogeneous
99333987,Stable
99367126,Chaotic
99524532,Complex
101022850,Propagate
101287892,Chaotic
101637979,Stable
101892276,Homogeneous
102027018,Propagate
102047044,Propagate
102169559,Propagate
102179500,Chaotic
103170930,Propagate
103271934,Propagate
104906255,Propagate
105248207,Propagate
105346589,Propagate
105524297,Chaotic
105585201,Chaotic
105696157,Chaotic
105877790,Chaotic
106139864,Propagate
106456634,Complex
106512990,Chaotic
106845696,Homogeneous
107264361,Chaotic
107420369,Chaotic
107480046,Propagate
107650275,Chaotic
108153176,Propagate
108160192,Homogeneous
108497722,Chaotic
110287971,Complex
111088881,Chaotic
111235533,Chaotic
112142669,Chaotic
112503476,Homogeneous
113030247,Chaotic
113971123,Stable
114351714,Propagate
114554660,Propagate
114840825,Chaotic
115405912,Stable
115820025,Complex
116402431,Propagate
116761967,Propagate
117148288,Propagate
117478267,Propagate
117828809,Complex
117881679,Propagate
118543408,Propagate
119664166,Chaotic
120099743,Propagate
120751272,Homogeneous
120791357,Propagate
120988298,Chaotic
122702257,Complex
122984958,Chaotic
123265537,Chaotic
123993296,Chaotic
124327519,Stable
124533305,Complex
124660666,Propagate
124876898,Chaotic
125187262,Chaotic
125288162,Chaotic
126002752,Homogeneous
126068782,Stable
126125902,Stable
126289540,Propagate
126747808,Homogeneous
126922410,Propagate
127120768,Propagate
127341741,Chaotic
127978094,Complex
128031396,Chaotic
129165796,Chaotic
129236524,Complex
129253020,Chaotic
129400056,Chaotic
131447442,Chaotic
131844903,Propagate
132302365,Chaotic
132837233,Chaotic
132961073,Chaotic
133088416,Homogeneous
133272825,Propagate
134207366,Complex
134917627,Propagate
135403839,Propagate
135718651,Propagate
135740481,Stable
136505587,Propagate
137616929,Propagate
137869475,Propagate
138415519,Propagate
138693792,Homogeneous
138953440,Homogeneous
138961960,Homogeneous
139864192,Homogeneous
140187131,Propagate
140515379,Propagate
140812896,Homogeneous
140871640,Complex
141064352,Homogeneous
141810819,Chaotic
142013388,Propagate
142364278,Propagate
142851377,Propagate
143005735,Propagate
143028626,Chaotic
143299564,Propagate
143412328,Propagate
143934616,Stable
144458292,Homogeneous
144794903,Stable
145287273,Propagate
146481192,Stable
148217619,Stable
148884317,Propagate
149631955,Chaotic
150116917,Chaotic
150425152,Propagate
150921246,Propagate
150957676,Complex
151219185,Stable
151277162,Propagate
151729559,Propagate
151946240,Homogeneous
152602752,Homogeneous
153397537,Complex
153611580,Chaotic
153692187,Homogeneous
154065794,Chaotic
154185462,Chaotic
154662835,Stable
154739678,Chaotic
155216698,Chaotic
155438886,Propagate
155853888,Homogeneous
156875586,Propagate
157612991,Propagate
157623786,Chaotic
157729967,Chaotic
158015168,Complex
158861537,Stable
158998032,Stable
159487841,Propagate
159587639,Propagate
159824875,Propagate
159933234,Propagate
160588195,Chaotic
161728476,Stable
161923315,Propagate
162360156,Chaotic
162387522,Chaotic
163264112,Propagate
163763392,Homogeneous
164313410,Propagate
164820245,Chaotic
166309093,Propagate
166320906,Propagate
166993472,Homogeneous
168407850,Propagate
169038945,Propagate
169318686,Propagate
169763243,Propagate
170689150,Propagate
171200764,Complex
171347175,Propagate
171700023,Propagate
171701465,Complex
171828471,Complex
172500259,Propagate
172788872,Homogeneous
172793727,Propagate
172876772,Chaotic
172891272,Homogeneous
172907376,Stable
173736832,Propagate
174334496,Homogeneous
174359592,Homogeneous
174502304,Stable
175286829,Propagate
175382056,Homogeneous
176147615,Propagate
176257206,Chaotic
176349312,Homogeneous
176390590,Propagate
176555200,Homogeneous
176565932,Propagate
177243840,Homogeneous
177337438,Complex
177460566,Chaotic
177901404,Propagate
178409576,Homogeneous
178438448,Homogeneous
179102475,Propagate
179653598,Chaotic
179781193,Chaotic
180691693,Chaotic
180762814,Propagate
183645718,Propagate
183657549,Chaotic
184561441,Propagate
186055125,Chaotic
186618211,Propagate
186748752,Complex
187463722,Propagate
188147550,Chaotic
188704623,Stable
189150438,Propagate
189351213,Stable
189907331,Chaotic
190638698,Propagate
190693016,Chaotic
190973440,Homogeneous
191013046,Propagate
191392384,Homogeneous
191690247,Chaotic
193768199,Propagate
194240094,Propagate
194763060,Chaotic
194848734,Propagate
195164314,Complex
195379135,Propagate
195488441,Propagate
195519134,Chaotic
196447606,Chaotic
196814233,Complex
197070268,Propagate
197437508,Propagate
197529702,Chaotic
197727134,Stable
197960400,Stable
198070280,Homogeneous
198486416,Propagate
198787823,Propagate
199953132,Propagate
201724649,Chaotic
202215282,Propagate
202363285,Propagate
202559714,Complex
202793435,Propagate
202978947,Propagate
204033643,Propagate
204878880,Homogeneous
204910791,Propagate
205294589,Propagate
205360778,Propagate
205410096,Homogeneous
207988153,Chaotic
208709940,Homogeneous
208799699,Propagate
209778719,Propagate
210502149,Propagate
210643427,Propagate
210648064,Homogeneous
210657932,Propagate
210750723,Stable
211824461,Chaotic
212101874,Propagate
212247919,Chaotic
213243782,Chaotic
213291665,Complex
214816042,Propagate
215359682,Propagate
215510458,Propagate
215686308,Propagate
215736315,Propagate
215739805,Propagate
215970859,Chaotic
216313105,Propagate
217275224,Propagate
217799479,Propagate
218179599,Stable
218275880,Homogeneous
218847066,Chaotic
219966046,Chaotic
220661337,Propagate
220815561,Chaotic
221020704,Homogeneous
221670908,Chaotic
222391591,Propagate
223065478,Chaotic
223286506,Chaotic
223345988,Propagate
223705953,Propagate
223748712,Stable
225100293,Chaotic
225968551,Propagate
226258273,Complex
227014784,Propagate
227632138,Chaotic
228014700,Chaotic
228347040,Homogeneous
229348496,Chaotic
230064201,Chaotic
230249217,Propagate
231602592,Propagate
231765184,Homogeneous
232316341,Propagate
232624004,Propagate
232663462,Complex
232804774,Complex
233503208,Propagate
234187462,Chaotic
234403807,Propagate
235007784,Propagate
235195686,Propagate
235800422,Chaotic
235981731,Propagate
237329950,Complex
239259328,Homogeneous
239843904,Propagate
240251661,Chaotic
241030242,Propagate
241861915,Chaotic
241961401,Chaotic
242701168,Propagate
243605499,Propagate
244295904,Propagate
244634404,Propagate
244996224,Homogeneous
245522987,Propagate
245804680,Homogeneous
245850597,Complex
246343904,Homogeneous
247030780,Propagate
248786714,Propagate
248855676,Chaotic
248996187,Propagate
249679021,Propagate
249877182,Propagate
250613307,Propagate
251183830,Complex
251837136,Propagate
252101547,Propagate
252512763,Propagate
252647279,Stable
252781355,Propagate
252860896,Complex
252935743,Stable
253474457,Complex
254273000,Chaotic
254324224,Homogeneous
254365157,Stable
254720356,Chaotic
255414053,Stable
256143439,Stable
257192280,Propagate
257219915,Propagate
257308415,Propagate
258687184,Propagate
259045568,Homogeneous
260059550,Propagate
260329455,Propagate
260990289,Propagate
261274278,Propagate
261405921,Chaotic
261520332,Chaotic
261810763,Complex
261909064,Homogeneous
261979935,Stable
262416544,Homogeneous
262553568,Propagate
264248081,Propagate
264796680,Homogeneous
264936512,Homogeneous
265422240,Propagate
266005504,Homogeneous
266807873,Chaotic
267429212,Chaotic
267492696,Complex
267662912,Homogeneous
268695834,Chaotic
268945819,Chaotic
269453995,Propagate
269557438,Chaotic
269893768,Homogeneous
270452175,Propagate
270714651,Propagate
271515109,Chaotic
272849424,Propagate
273057386,Complex
274078116,Propagate
274132118,Complex
274218475,Propagate
274455988,Chaotic
274663651,Propagate
274933166,Chaotic
274972339,Chaotic
274989148,Propagate
275400768,Homogeneous
275530725,Complex
275860817,Propagate
276017792,Propagate
276310527,Propagate
276321255,Stable
277070592,Propagate
278612114,Stable
279490592,Homogeneous
280647907,Complex
280796633,Chaotic
281224920,Propagate
281608109,Propagate
283968096,Propagate
284277889,Propagate
284348245,Stable
285661884,Chaotic
286095463,Propagate
288130048,Homogeneous
288416812,Propagate
289482182,Complex
289933832,Homogeneous
290794975,Stable
290980646,Chaotic
291860187,Stable
291871885,Propagate
291889680,Propagate
292034983,Propagate
292467180,Chaotic
292847758,Propagate
293260209,Chaotic
293864877,Propagate
294296873,Chaotic
294448488,Complex
294713656,Propagate
295046030,Chaotic
295456419,Chaotic
295876036,Chaotic
295915493,Chaotic
296041745,Propagate
296166921,Propagate
297265480,Complex
297812425,Propagate
298034627,Propagate
298159856,Complex
298500973,Chaotic
298737106,Chaotic
299569530,Stable
299832023,Propagate
300527939,Stable
300535210,Complex
301788498,Chaotic
302606101,Propagate
302797008,Stable
303515827,Propagate
303802442,Complex
304060558,Chaotic
304330003,Propagate
304912982,Chaotic
305714736,Stable
305879924,Complex
306623488,Homogeneous
306671447,Stable
306702926,Chaotic
306743944,Homogeneous
307425650,Propagate
307719556,Chaotic
308198944,Homogeneous
308629458,Chaotic
310038016,Homogeneous
310058645,Chaotic
310690900,Propagate
311315891,Complex
311570307,Propagate
312423800,Chaotic
312794864,Stable
312849678,Chaotic
312927998,Chaotic
313071128,Complex
313075653,Chaotic
313991296,Propagate
314113013,Complex
314445888,Homogeneous
314635585,Stable
314652384,Stable
315139636,Homogeneous
315523193,Chaotic
316181851,Propagate
316496758,Chaotic
316844336,Homogeneous
316848478,Complex
316858376,Homogeneous
317234448,Propagate
317354496,Homogeneous
317495069,Chaotic
317805724,Propagate
317809810,Chaotic
318180503,Propagate
318576764,Propagate
318706139,Propagate
318795673,Propagate
319493467,Propagate
320083749,Propagate
320495668,Stable
321206114,Chaotic
321384892,Chaotic
321563225,Chaotic
322154272,Propagate
322401182,Chaotic
322407672,Chaotic
322704372,Chaotic
323033159,Propagate
323169889,Chaotic
323408297,Chaotic
323775634,Propagate
324200093,Chaotic
324359327,Propagate
324683280,Stable
324744276,Propagate
325046945,Chaotic
325253501,Chaotic
326030509,Chaotic
326070613,Propagate
326146956,Propagate
326402374,Propagate
326519103,Propagate
326643272,Homogeneous
327227400,Propagate
327268968,Propagate
327908609,Propagate
328152783,Propagate
328226504,Stable
328520221,Propagate
328612531,Chaotic
328615959,Chaotic
330745273,Chaotic
330813417,Propagate
332788471,Stable
333759026,Chaotic
334328971,Propagate
334930407,Stable
335296041,Chaotic
336080040,Homogeneous
336566996,Chaotic
336631181,Propagate
337047763,Stable
337424446,Propagate
337898928,Chaotic
338038272,Homogeneous
338258951,Complex
338444264,Chaotic
338701312,Homogeneous
338713789,Stable
338841875,Propagate
339166473,Propagate
339638267,Propagate
341892446,Stable
342239808,Homogeneous
342511622,Propagate
342703921,Propagate
343796144,Chaotic
343914999,Stable
344076115,Propagate
344245760,Homogeneous
344951668,Chaotic
345495128,Chaotic
346078411,Propagate
346726678,Chaotic
346869298,Propagate
348390288,Homogeneous
348585637,Propagate
348697524,Chaotic
349085344,Homogeneous
349652660,Propagate
349748002,Propagate
350162339,Chaotic
350393813,Stable
350454962,Chaotic
350529665,Chaotic
351572286,Complex
351784589,Chaotic
352116052,Complex
352364728,Stable
353243081,Stable
353983588,Propagate
354439021,Complex
354540131,Chaotic
354548507,Propagate
355741184,Homogeneous
356034003,Chaotic
357098096,Stable
357851264,Homogeneous
358811668,Complex
358997297,Propagate
359385273,Stable
359433797,Propagate
360513046,Chaotic
360551585,Complex
360921423,Propagate
361310250,Complex
361859502,Chaotic
362294728,Chaotic
362675053,Propagate
363230587,Chaotic
363263172,Stable
363735776,Homogeneous
363900613,Chaotic
364194056,Complex
364459486,Chaotic
364659523,Chaotic
365849190,Chaotic
367221946,Chaotic
367236932,Chaotic
367704871,Chaotic
367878761,Chaotic
367942304,Propagate
368904427,Propagate
368979897,Chaotic
369073183,Propagate
369235130,Chaotic
369507968,Homogeneous
370943412,Complex
371143152,Chaotic
371472057,Propagate
371776504,Chaotic
371948603,Propagate
372214308,Propagate
372649803,Propagate
373399426,Propagate
373758159,Complex
374060398,Chaotic
374283305,Propagate
374605364,Homogeneous
374900593,Stable
375056484,Propagate
375355105,Chaotic
375427976,Propagate
376048672,Homogeneous
376458272,Homogeneous
376685844,Chaotic
376761240,Complex
378213925,Chaotic
379913305,Chaotic
380176419,Complex
380333252,Complex
380952528,Stable
381049843,Complex
381345280,Homogeneous
382230586,Propagate
382245138,Chaotic
382772026,Chaotic
383365444,Chaotic
383478126,Chaotic
383686712,Stable
384605478,Chaotic
385222193,Chaotic
385278162,Propagate
386369727,Propagate
386974738,Propagate
387119894,Propagate
387294244,Propagate
387762122,Chaotic
387847884,Chaotic
388176285,Stable
389105781,Propagate
390014072,Propagate
390452952,Chaotic
390618825,Propagate
391271237,Propagate
391883149,Complex
391938290,Propagate
392105170,Propagate
392245997,Propagate
392424829,Propagate
392962987,Complex
393093996,Chaotic
393384031,Propagate
393531144,Complex
393540060,Stable
394058543,Stable
394098596,Chaotic
394167372,Propagate
395027162,Chaotic
395548159,Propagate
396008095,Propagate
396343183,Propagate
396418889,Propagate
397376313,Propagate
397596943,Propagate
397910737,Propagate
398136544,Complex
398315647,Stable
398330924,Propagate
398340369,Propagate
399043197,Chaotic
399661102,Chaotic
400036403,Chaotic
400317794,Chaotic
400330495,Propagate
400435084,Complex
400560567,Complex
400999552,Homogeneous
401094954,Complex
401693345,Propagate
401855893,Complex
402418010,Chaotic
402808745,Chaotic
402852600,Chaotic
402865459,Propagate
403665601,Complex
404841219,Propagate
405113917,Propagate
405126228,Stable
405449432,Propagate
405717978,Chaotic
405996209,Stable
406161897,Chaotic
406255312,Stable
406345288,Homogeneous
406797358,Stable
407550407,Propagate
408099928,Complex
409027139,Propagate
410019151,Complex
410801486,Propagate
411772564,Propagate
412279588,Homogeneous
413963776,Homogeneous
414066533,Chaotic
414273893,Stable
415374738,Complex
415393687,Chaotic
415464662,Stable
415569267,Stable
416314667,Complex
416360539,Stable
416391205,Chaotic
416666058,Chaotic
416762728,Chaotic
417302170,Chaotic
417315900,Complex
417382190,Complex
417436465,Propagate
418363451,Propagate
418691403,Chaotic
419865841,Chaotic
420235742,Chaotic
420490780,Chaotic
420513091,Complex
420514789,Chaotic
420607295,Propagate
422315560,Stable
422701550,Stable
422809996,Chaotic
423092237,Propagate
425270060,Chaotic
425294682,Chaotic
426204934,Chaotic
426392889,Chaotic
427064490,Chaotic
427272851,Chaotic
427347648,Propagate
427694019,Chaotic
427847656,Complex
428117312,Propagate
428258482,Chaotic
428591692,Chaotic
429416213,Stable
429586951,Chaotic
430065329,Chaotic
430494677,Complex
430722766,Complex
431062656,Propagate
431675310,Chaotic
431756350,Complex
432581824,Homogeneous
433081425,Stable
433235142,Chaotic
433759744,Homogeneous
433797840,Chaotic
434331606,Chaotic
434538754,Chaotic
434739404,Propagate
434971634,Chaotic
435036278,Chaotic
435117585,Propagate
436222056,Homogeneous
436703346,Propagate
436733056,Homogeneous
436789527,Chaotic
437662764,Complex
437999373,Propagate
438479873,Chaotic
438504023,Propagate
438989805,Complex
439067774,Complex
439547259,Propagate
440035408,Stable
440138279,Propagate
440213415,Stable
440610570,Propagate
441495235,Complex
443222640,Propagate
444882701,Propagate
444900634,Propagate
445471316,Chaotic
445737133,Chaotic
446117648,Propagate
446447271,Chaotic
446796888,Stable
446820232,Propagate
447806601,Complex
448525510,Chaotic
449253056,Stable
449893096,Propagate
450307050,Chaotic
450827460,Propagate
451576756,Propagate
451578932,Homogeneous
452444433,Propagate
453285987,Chaotic
453794720,Propagate
453816557,Chaotic
453869213,Propagate
454013421,Propagate
454574784,Homogeneous
454627054,Complex
454807410,Propagate
455352360,Homogeneous
457031004,Complex
457089227,Chaotic
457788949,Propagate
457882377,Propagate
458072318,Chaotic
458074952,Chaotic
459716009,Chaotic
459725272,Chaotic
459930184,Propagate
460242909,Chaotic
460844509,Propagate
460953051,Propagate
461994121,Stable
462454848,Homogeneous
462984982,Chaotic
463219901,Chaotic
463758683,Chaotic
464190433,Chaotic
464267175,Propagate
464280597,Chaotic
465342967,Propagate
465529897,Complex
465585404,Propagate
465769336,Chaotic
465775999,Propagate
465934855,Complex
466365746,Chaotic
467169282,Propagate
467960540,Propagate
468091893,Chaotic
468438792,Complex
469306919,Propagate
469522335,Propagate
470939445,Complex
471354668,Propagate
471697096,Propagate
471913264,Propagate
472410937,Complex
472649864,Homogeneous
472815240,Homogeneous
472991781,Chaotic
473280050,Chaotic
473718170,Chaotic
474835338,Chaotic
475118016,Stable
475342800,Complex
476617221,Propagate
476860985,Propagate
477002704,Stable
477350027,Chaotic
477736840,Chaotic
478163327,Stable
478447090,Complex
478641043,Chaotic
479112937,Propagate
479226447,Propagate
479518794,Propagate
480468219,Propagate
480494664,Propagate
481316512,Stable
481988520,Propagate
483267508,Chaotic
483833919,Stable
484211561,Chaotic
484303950,Propagate
484668583,Chaotic
485104850,Complex
487311805,Chaotic
488194225,Stable
488195124,Propagate
489089794,Propagate
489318846,Chaotic
489517970,Complex
490000526,Propagate
490415172,Complex
490569063,Propagate
490690444,Chaotic
490787575,Stable
491098147,Chaotic
491298929,Stable
491376016,Complex
491914923,Chaotic
491995979,Propagate
492567543,Propagate
492960451,Stable
493309939,Propagate
493717613,Propagate
493975949,Propagate
494117653,Propagate
494582014,Propagate
494650131,Propagate
494908142,Chaotic
495389030,Chaotic
495762348,Propagate
495787530,Stable
496082643,Chaotic
496297968,Chaotic
496694873,Chaotic
497879474,Chaotic
498521102,Chaotic
498733671,Chaotic
498904095,Propagate
501119337,Chaotic
501519456,Complex
501951186,Chaotic
502029224,Propagate
502726159,Chaotic
503805985,Propagate
504392768,Homogeneous
504456387,Chaotic
504513251,Chaotic
504593269,Propagate
504692790,Propagate
505405062,Stable
505798395,Chaotic
505923759,Chaotic
507393766,Chaotic
507813384,Homogeneous
507965688,Stable
508218105,Chaotic
508695768,Complex
508745584,Stable
508945572,Propagate
509558156,Stable
509800571,Propagate
510169411,Chaotic
510508880,Propagate
511237516,Chaotic
512107714,Propagate
512422304,Propagate
512527795,Propagate
512740212,Chaotic
513369113,Chaotic
513483708,Chaotic
513717536,Propagate
514240987,Chaotic
514306282,Complex
514505316,Propagate
514546904,Chaotic
514909066,Propagate
514995290,Chaotic
515014656,Homogeneous
515215719,Chaotic
515252360,Homogeneous
516021060,Chaotic
516162176,Homogeneous
516457476,Propagate
516494080,Propagate
517351201,Chaotic
517776176,Stable
518213060,Chaotic
518590579,Complex
519026112,Chaotic
519442457,Complex
519450438,Chaotic
519709079,Complex
519927529,Propagate
519954347,Complex
519983137,Propagate
520018432,Homogeneous
520427012,Propagate
521231222,Complex
521521078,Chaotic
521850414,Propagate
521859578,Complex
522549956,Propagate
522814934,Chaotic
523273594,Chaotic
523944288,Propagate
524120755,Stable
524619874,Propagate
525117897,Propagate
525317338,Propagate
525883700,Propagate
526101276,Propagate
526621298,Chaotic
527145165,Propagate
527960584,Homogeneous
528043929,Propagate
528351744,Homogeneous
530018625,Propagate
530610882,Complex
530809576,Propagate
531144281,Chaotic
531493616,Chaotic
531801383,Chaotic
531960274,Propagate
532090505,Complex
533722196,Propagate
533946983,Complex
534094883,Propagate
535181635,Propagate
535261654,Chaotic
536059336,Propagate
536124280,Propagate
536799533,Chaotic
537141125,Propagate
537255894,Propagate
537552615,Propagate
537611167,Propagate
538420893,Stable
538774139,Propagate
538847245,Propagate
538922118,Propagate
539482589,Chaotic
539587869,Complex
539911328,Homogeneous
540137296,Propagate
540513642,Chaotic
540988858,Chaotic
541036053,Chaotic
542114964,Homogeneous
542223599,Propagate
542366274,Stable
542525891,Propagate
542602332,Stable
542907375,Propagate
543669676,Chaotic
544233338,Stable
544646551,Chaotic
545391681,Stable
545575284,Stable
545821728,Homogeneous
545923720,Homogeneous
546374475,Propagate
546534623,Propagate
546696950,Complex
547367572,Homogeneous
547374338,Propagate
547489098,Propagate
547537556,Homogeneous
548099293,Chaotic
548157187,Propagate
550300894,Propagate
551437149,Chaotic
551491018,Complex
551673595,Propagate
552646022,Complex
552688364,Propagate
552730900,Homogeneous
553055300,Stable
553265910,Propagate
553352804,Propagate
553896636,Chaotic
554010699,Chaotic
554928621,Chaotic
556068544,Homogeneous
556205347,Propagate
557600414,Chaotic
557783327,Propagate
558408808,Homogeneous
558595036,Chaotic
559511644,Complex
559656785,Chaotic
560351226,Chaotic
560755790,Propagate
560791328,Propagate
561189237,Propagate
561344665,Stable
561741660,Chaotic
561866144,Propagate
562117925,Propagate
562608323,Chaotic
562697526,Chaotic
562706024,Homogeneous
563627477,Chaotic
563870420,Chaotic
564409423,Propagate
564598912,Propagate
564932769,Chaotic
565060549,Chaotic
565077161,Complex
565264398,Chaotic
566042922,Stable
566109184,Homogeneous
566194568,Propagate
566310323,Propagate
566950641,Propagate
567016369,Propagate
567461056,Stable
567477010,Propagate
567554384,Stable
567622001,Stable
567842737,Chaotic
568176298,Complex
568275055,Stable
568431967,Propagate
568483784,Propagate
568731528,Complex
568896616,Homogeneous
569233871,Propagate
569317399,Propagate
569810074,Chaotic
571098036,Homogeneous
571420419,Propagate
571607732,Homogeneous
572551567,Propagate
572687073,Propagate
572711456,Homogeneous
572975065,Chaotic
573574586,Propagate
573747387,Stable
573891149,Propagate
573898948,Propagate
574232588,Propagate
575097209,Complex
575734645,Propagate
576182828,Chaotic
576236110,Propagate
576602240,Homogeneous
576775951,Propagate
576789055,Propagate
576821994,Complex
577305824,Stable
577555104,Homogeneous
578036244,Homogeneous
578216358,Stable
579931191,Stable
580173295,Propagate
580257413,Chaotic
580556648,Complex
581440072,Homogeneous
581979743,Chaotic
582672654,Complex
582824840,Complex
582939072,Stable
582980197,Propagate
583273776,Homogeneous
583444520,Homogeneous
583446181,Chaotic
584369664,Homogeneous
584416426,Chaotic
584620040,Homogeneous
585014482,Propagate
585583216,Complex
585610985,Stable
585915936,Homogeneous
586193536,Homogeneous
586271116,Complex
586298866,Stable
586469274,Complex
586651896,Propagate
586681377,Stable
586953344,Homogeneous
587462342,Propagate
587744416,Homogeneous
587783874,Propagate
587892739,Propagate
587912255,Chaotic
588325191,Propagate
588921079,Chaotic
589453409,Complex
589515874,Complex
589952421,Chaotic
590818749,Propagate
591081345,Propagate
592637028,Stable
594130308,Chaotic
594312071,Chaotic
594324555,Chaotic
594649055,Propagate
595563905,Chaotic
595665029,Propagate
596325913,Complex
597313351,Chaotic
598366003,Chaotic
598591352,Chaotic
599310825,Propagate
599707677,Propagate
600018504,Propagate
600337712,Propagate
601175075,Propagate
602078388,Stable
602089232,Propagate
602212073,Complex
602691605,Chaotic
603906297,Stable
604546780,Propagate
604693961,Propagate
604776871,Complex
604890057,Chaotic
605211872,Homogeneous
605377181,Propagate
605964436,Homogeneous
606096566,Propagate
606505524,Homogeneous
606621570,Propagate
606918304,Homogeneous
607076434,Propagate
607135262,Propagate
607146285,Chaotic
607485846,Complex
607548032,Homogeneous
608368254,Stable
609004576,Homogeneous
609121384,Propagate
609275824,Homogeneous
609418997,Stable
610643284,Chaotic
610797220,Propagate
610900200,Propagate
611441587,Chaotic
611716321,Chaotic
612456337,Stable
612468365,Propagate
613512922,Complex
613628803,Propagate
613836560,Homogeneous
613932251,Propagate
614090735,Propagate
614685938,Chaotic
614870966,Propagate
616261589,Propagate
616712928,Homogeneous
616720479,Propagate
617341484,Chaotic
618273587,Chaotic
619081376,Homogeneous
619118961,Propagate
619142798,Chaotic
619708325,Propagate
620281363,Chaotic
620381378,Propagate
621232513,Propagate
621531705,Chaotic
622905472,Homogeneous
623425916,Chaotic
623490581,Chaotic
624430430,Propagate
624439238,Complex
625030768,Stable
625217504,Propagate
625234984,Homogeneous
